AirportFrom,AirportTo,route_flight_cnt_train,route_delay_rate_train
CMH,LAS,51,0.6666666666666666
ORD,FLL,73,0.7123287671232876
AUS,SFO,72,0.3888888888888889
IAH,LBB,95,0.3263157894736842
TEX,PHX,18,0.1111111111111111
ATL,SYR,92,0.5652173913043478
MEM,AMA,44,0.1590909090909091
IAD,CLE,48,0.375
GSO,CVG,24,0.375
SFO,MMH,14,0.2857142857142857
GRR,LGA,8,0.25
LAS,ATL,271,0.3726937269372694
PHX,SEA,343,0.44314868804664725
BTV,JFK,135,0.37037037037037035
JFK,ROC,156,0.4166666666666667
PSG,WRG,22,0.45454545454545453
LIH,LAX,90,0.15555555555555556
PDX,SMF,137,0.7737226277372263
RNO,PDX,45,0.8444444444444444
MCO,DFW,258,0.5736434108527132
SDF,DFW,99,0.30303030303030304
DFW,BUR,101,0.32673267326732675
KOA,PDX,12,0.16666666666666666
DCA,RSW,31,0.25806451612903225
TPA,ISP,61,0.47540983606557374
RDU,DTW,99,0.3434343434343434
CLT,BUF,91,0.45054945054945056
MIA,CVG,114,0.40350877192982454
MSP,MIA,75,0.4666666666666667
IAH,BTR,168,0.3333333333333333
GSP,IAH,66,0.3484848484848485
ANC,SLC,19,0.15789473684210525
DTW,BTV,50,0.54
PVD,DTW,79,0.24050632911392406
GRB,ORD,200,0.285
SFO,RDM,67,0.5373134328358209
GCC,RKS,28,0.2857142857142857
MSY,IAH,263,0.34980988593155893
BNA,MSY,65,0.676923076923077
CLE,EWR,130,0.3923076923076923
YAK,CDV,25,0.12
PHX,SJC,267,0.49812734082397003
IAD,SFO,203,0.4630541871921182
RNO,SFO,122,0.5163934426229508
DFW,ONT,101,0.4752475247524752
DFW,OKC,176,0.3125
BOI,OAK,55,0.6
FLL,MEM,34,0.38235294117647056
SAN,ATL,124,0.3870967741935484
LFT,IAH,156,0.14102564102564102
DFW,MTJ,12,0.25
IAH,LFT,157,0.29936305732484075
IAH,MOB,115,0.2782608695652174
MSP,FNT,30,0.36666666666666664
DTW,BHM,50,0.5
PSC,DEN,67,0.5522388059701493
ORF,IAD,62,0.2903225806451613
EWR,MCO,302,0.5761589403973509
ATL,BOS,362,0.4143646408839779
BWI,AUS,57,0.8245614035087719
MCO,FLL,113,0.5132743362831859
ATL,RSW,276,0.38405797101449274
LGA,IAH,190,0.6105263157894737
SAN,PHL,50,0.48
BWI,PHX,131,0.7251908396946565
FLL,EWR,285,0.4807017543859649
SRQ,BWI,21,0.23809523809523808
LAS,DFW,337,0.2789317507418398
ORD,SJU,71,0.676056338028169
SJU,DFW,51,0.3333333333333333
SEA,MCI,27,0.9259259259259259
PHX,IAD,24,0.20833333333333334
LGA,CLT,325,0.2923076923076923
BOS,PIT,62,0.5
ATL,GRR,40,0.825
BTR,IAH,176,0.14772727272727273
IAH,BRO,111,0.38738738738738737
ORD,HDN,12,0.6666666666666666
PHX,MEM,96,0.19791666666666666
DTW,GSP,79,0.43037974683544306
DTW,ELM,82,0.47560975609756095
GSO,IAD,47,0.425531914893617
DEN,COS,262,0.3969465648854962
DEN,ATW,22,0.5454545454545454
ANC,FAI,185,0.2702702702702703
OTZ,ANC,24,0.625
BWI,FLL,182,0.6043956043956044
GRR,DTW,159,0.33962264150943394
ALB,TPA,23,0.4782608695652174
BOS,RSW,130,0.4076923076923077
HOU,JFK,48,0.375
MIA,CLT,254,0.2795275590551181
IND,RSW,65,0.24615384615384617
SAN,ELP,26,1.0
MCO,DTW,181,0.425414364640884
STL,IAH,76,0.2236842105263158
CVG,LAS,40,0.7
DFW,CAE,78,0.28205128205128205
ORD,ROA,43,0.46511627906976744
DTW,AVL,24,0.041666666666666664
DAL,AMA,118,0.7627118644067796
SEA,ATL,166,0.5120481927710844
JFK,LGB,52,0.5576923076923077
STL,OMA,64,0.859375
AUS,EWR,58,0.3793103448275862
SLC,LAX,307,0.6319218241042345
ORD,PBI,50,0.6
GRR,TPA,19,0.05263157894736842
MIA,LAS,72,0.3888888888888889
PVD,EWR,98,0.3877551020408163
HOU,DFW,162,0.2037037037037037
SAV,LGA,23,0.30434782608695654
DBQ,ORD,17,0.4117647058823529
ABQ,SEA,48,0.75
BWI,ALB,135,0.7407407407407407
OAK,SNA,170,0.8117647058823529
SFO,KOA,54,0.3888888888888889
LAS,RNO,238,0.7352941176470589
MCO,IAD,205,0.2682926829268293
BUF,MDW,98,0.8163265306122449
RIC,ATL,258,0.32170542635658916
MCI,CLT,67,0.29850746268656714
JFK,IAD,156,0.34615384615384615
DCA,BUF,17,0.35294117647058826
PSP,MSP,1,1.0
GRB,CLE,37,0.43243243243243246
ROC,EWR,58,0.4827586206896552
ACT,DFW,49,0.2857142857142857
BGR,LGA,1,1.0
JFK,RIC,72,0.4305555555555556
CVG,ORF,48,0.3333333333333333
RDM,SLC,46,0.41304347826086957
DEN,GJT,175,0.42857142857142855
MCO,RSW,93,0.45161290322580644
RDU,BWI,146,0.6164383561643836
FLL,BDL,108,0.5
SAN,EWR,92,0.6304347826086957
ATL,SEA,163,0.50920245398773
ORD,GRR,106,0.3867924528301887
SJU,MIA,203,0.39901477832512317
ORD,SAT,117,0.5811965811965812
ATL,STL,281,0.35587188612099646
CAK,BOS,24,0.5
AVL,MCO,11,0.45454545454545453
MSY,PHL,46,0.2391304347826087
CLE,ALB,80,0.4
BNA,EWR,129,0.40310077519379844
CLE,MSN,19,0.42105263157894735
MHT,CLE,71,0.3380281690140845
FAY,CLT,26,0.038461538461538464
MEM,MLI,25,0.36
ORD,MSN,165,0.5151515151515151
MSP,BMI,25,0.28
GPT,MEM,73,0.2465753424657534
ATL,GNV,156,0.391025641025641
ATL,LWB,23,0.391304347826087
BHM,DEN,30,0.3333333333333333
OTH,SFO,45,0.7111111111111111
MLI,DEN,38,0.47368421052631576
SFO,ABQ,25,0.6
LAX,DCA,24,0.5
MCI,FLL,23,0.782608695652174
PHX,ONT,295,0.5457627118644067
MDW,RNO,24,0.875
DEN,IND,148,0.6081081081081081
DEN,ATL,371,0.477088948787062
DFW,LAS,336,0.38392857142857145
MCI,BWI,67,0.6716417910447762
DCA,DEN,93,0.3225806451612903
CLE,MCO,74,0.43243243243243246
MKE,MSP,199,0.507537688442211
BWI,LGA,76,0.8026315789473685
ATL,PDX,72,0.5138888888888888
CMH,IAH,65,0.4153846153846154
CVG,LGA,117,0.452991452991453
CLE,RIC,59,0.4406779661016949
IND,CLE,29,0.3448275862068966
PNS,DFW,126,0.31746031746031744
DTW,IAD,157,0.4394904458598726
RIC,CVG,46,0.2608695652173913
RDU,RSW,2,0.5
XNA,ATL,114,0.2631578947368421
TUS,SFO,54,0.42592592592592593
BNA,HOU,97,0.7628865979381443
BWI,BDL,179,0.7374301675977654
PHX,FLL,79,0.4936708860759494
ORD,EWR,466,0.5085836909871244
OME,ANC,40,0.425
BNA,PHL,51,0.6470588235294118
DTW,STL,132,0.4772727272727273
PNS,ATL,253,0.3241106719367589
BHM,STL,22,0.6363636363636364
SAT,IAD,34,0.17647058823529413
RDU,MIA,74,0.4189189189189189
ATL,ABQ,65,0.5230769230769231
BOS,BUF,52,0.5961538461538461
IAH,JAX,126,0.3968253968253968
CLD,LAX,128,0.40625
SBP,LAX,147,0.40816326530612246
COD,DEN,25,0.4
SEA,ORD,273,0.36996336996337
TPA,HOU,100,0.63
SCC,ANC,16,0.25
WRG,KTN,22,0.3181818181818182
DEN,MCI,292,0.4349315068493151
LAX,CLE,72,0.8333333333333334
DEN,STL,141,0.6028368794326241
MDW,SAT,45,0.8222222222222222
ELP,DFW,202,0.24752475247524752
JAN,BWI,34,0.5294117647058824
HOU,JAX,24,0.9166666666666666
MCO,BMI,14,0.0
GRB,MSP,89,0.3707865168539326
MEM,MSP,98,0.42857142857142855
RSW,IAH,77,0.3116883116883117
HDN,IAH,13,0.5384615384615384
EWR,PVD,97,0.4329896907216495
ATL,OMA,125,0.536
DFW,ABI,169,0.3076923076923077
LFT,DFW,66,0.22727272727272727
ATL,ABY,68,0.3382352941176471
PDX,GEG,55,0.6727272727272727
IAH,ONT,76,0.6973684210526315
ALB,ORD,75,0.38666666666666666
SAN,BWI,48,0.6666666666666666
RSW,BWI,92,0.34782608695652173
DEN,MKE,173,0.43352601156069365
SJC,DFW,136,0.4117647058823529
ABQ,STL,21,0.6190476190476191
HOU,ABQ,71,0.6619718309859155
BDL,PHL,25,0.2
SLC,HNL,27,0.7037037037037037
MCO,ROC,23,0.2608695652173913
IAH,PBI,90,0.5666666666666667
SBN,CVG,43,0.4883720930232558
PNS,MEM,72,0.3194444444444444
CMI,ORD,126,0.31746031746031744
TUL,SLC,45,0.37777777777777777
ORF,ORD,72,0.3611111111111111
IAD,CHS,46,0.32608695652173914
IAD,COS,26,0.4230769230769231
ACV,SMF,45,0.35555555555555557
MCO,SEA,49,0.30612244897959184
BDL,BWI,177,0.615819209039548
LGA,BWI,70,0.5428571428571428
KOA,OGG,42,0.21428571428571427
OMA,STL,60,0.7166666666666667
ORD,OMA,196,0.37755102040816324
BWI,SRQ,21,0.3333333333333333
DFW,AUS,369,0.3875338753387534
ATL,MKE,273,0.4652014652014652
ATL,STT,27,0.6296296296296297
COS,DFW,120,0.2
DTW,DCA,131,0.40458015267175573
PIT,CLT,181,0.27624309392265195
MSY,CLT,93,0.43010752688172044
JAX,BHM,26,0.46153846153846156
RSW,GRR,17,0.23529411764705882
DTW,TPA,141,0.5177304964539007
CVG,PHX,25,0.52
MSP,FSD,89,0.4157303370786517
BUF,CLE,5,0.2
DTW,SYR,100,0.31
MSP,SDF,49,0.40816326530612246
TRI,DTW,23,0.21739130434782608
OKC,ORD,167,0.33532934131736525
ORD,EVV,79,0.3670886075949367
AVL,DTW,22,0.4090909090909091
BZN,ORD,15,0.5333333333333333
RDU,IND,24,0.3333333333333333
EWR,BOS,160,0.45625
ATL,FLL,542,0.5239852398523985
ABQ,LAS,116,0.6379310344827587
PIT,PHL,242,0.4256198347107438
MDW,ABQ,50,0.92
ROC,CLT,26,0.23076923076923078
ATL,BHM,307,0.49185667752442996
FLL,PIT,34,0.20588235294117646
SDF,IAH,64,0.390625
DFW,TYS,119,0.37815126050420167
GPT,DFW,69,0.2463768115942029
RAP,DFW,27,0.48148148148148145
MKE,DSM,45,0.35555555555555557
TLH,DFW,27,0.37037037037037035
RIC,JFK,73,0.3150684931506849
MKE,CVG,68,0.17647058823529413
SEA,BOS,50,0.36
DTW,ATL,379,0.5435356200527705
DEN,EWR,150,0.54
PHL,SEA,53,0.5283018867924528
OAK,SEA,263,0.6730038022813688
ORD,IAH,389,0.6452442159383034
BDL,IAD,95,0.2
LAS,SNA,180,0.6666666666666666
BWI,BOS,465,0.38924731182795697
DEN,TUS,232,0.521551724137931
ICT,DEN,118,0.2288135593220339
EWR,BQN,20,0.9
PHL,DFW,258,0.47674418604651164
LGA,MIA,281,0.4092526690391459
SLC,DFW,198,0.35353535353535354
PWM,JFK,70,0.35714285714285715
JAX,JFK,68,0.39705882352941174
OAK,KOA,13,0.3076923076923077
DTW,PBI,52,0.5384615384615384
DCA,LGA,259,0.16988416988416988
LBB,DFW,120,0.25
CID,DFW,111,0.38738738738738737
IPL,YUM,25,0.04
MHT,IAD,54,0.24074074074074073
IAH,LAX,253,0.8616600790513834
BWI,LIT,21,0.8095238095238095
PHX,OAK,234,0.5726495726495726
TPA,LAS,55,0.6909090909090909
PDX,DFW,93,0.46236559139784944
SWF,MCO,25,0.12
RIC,CLT,135,0.26666666666666666
FLL,IND,24,0.25
PVD,DCA,22,0.09090909090909091
MEM,LAS,57,0.38596491228070173
JAX,BOS,21,0.5714285714285714
CLT,CVG,152,0.35526315789473684
DFW,EVV,48,0.3958333333333333
PIT,IAD,68,0.19117647058823528
SUN,SLC,157,0.267515923566879
DAL,MSY,163,0.7423312883435583
STL,DAL,186,0.7903225806451613
PHX,DEN,549,0.42805100182149364
TUS,LAX,236,0.4406779661016949
IAH,DCA,191,0.5445026178010471
ATL,DCA,514,0.38910505836575876
IAH,SLC,171,0.5906432748538012
DEN,CMH,32,0.28125
STL,RSW,27,1.0
LGA,CAK,51,0.47058823529411764
MDT,CLT,66,0.19696969696969696
RSW,ROC,3,0.0
IAH,MCI,227,0.3744493392070485
ATL,CLE,194,0.4536082474226804
PBI,BDL,26,0.19230769230769232
IAH,LCH,20,0.25
DFW,PIA,48,0.4166666666666667
ORD,ABQ,51,0.4117647058823529
ORD,SPI,142,0.4084507042253521
PIT,MEM,69,0.4057971014492754
IDA,SLC,108,0.3148148148148148
IAD,PWM,71,0.4647887323943662
ORD,HNL,47,0.7021276595744681
SEA,OGG,70,0.21428571428571427
LAX,SLC,309,0.6181229773462783
CLE,LAX,70,0.5857142857142857
MDW,BDL,82,0.7926829268292683
BWI,MSY,67,0.7164179104477612
JFK,BOS,435,0.39080459770114945
CLT,PIT,209,0.2822966507177033
MCI,DTW,98,0.3673469387755102
ATL,FWA,49,0.5918367346938775
DTW,CAE,24,0.3333333333333333
EUG,SLC,48,0.3125
MEM,SHV,70,0.17142857142857143
MSO,DEN,106,0.3490566037735849
TUL,STL,47,0.5531914893617021
MDW,SDF,101,0.7920792079207921
PHX,DCA,76,0.2894736842105263
MCI,OKC,47,0.8297872340425532
DFW,LAX,451,0.5787139689578714
GUC,IAH,13,0.6153846153846154
BOS,MSY,24,0.4166666666666667
SYR,MCO,28,0.2857142857142857
OAK,GEG,51,0.803921568627451
IAD,CLT,186,0.3602150537634409
BIL,MSP,24,0.5
LAX,SAF,27,0.37037037037037035
LBB,MEM,67,0.373134328358209
DCA,IND,67,0.19402985074626866
MEM,JAX,74,0.25675675675675674
RST,ORD,47,0.2978723404255319
LFT,MEM,41,0.3170731707317073
LGA,MCI,40,0.25
SFO,COS,30,0.7
SLC,PIH,86,0.5465116279069767
OGG,SFO,65,0.2
PDX,LAS,160,0.5875
ORD,TPA,130,0.4
AUS,SAN,53,0.5849056603773585
DEN,MIA,69,0.43478260869565216
EWR,LAS,96,0.5833333333333334
HOU,SAT,110,0.8
MCI,ATL,272,0.3272058823529412
HOU,SAN,49,0.7346938775510204
EWR,DFW,240,0.3458333333333333
CVG,BOS,79,0.5063291139240507
LGB,PDX,50,0.36
SMF,IAH,77,0.6753246753246753
GSP,CLE,27,0.5185185185185185
DFW,GUC,24,0.4166666666666667
COU,MEM,68,0.27941176470588236
FSD,ORD,167,0.3413173652694611
SJC,SLC,85,0.5294117647058824
SGU,SLC,162,0.3888888888888889
LAX,ATL,326,0.5828220858895705
PHL,PHX,172,0.6162790697674418
BRW,ANC,34,0.3235294117647059
JFK,SEA,102,0.38235294117647056
SEA,MDW,50,0.78
ANC,ORD,25,0.32
IAD,ORD,180,0.3055555555555556
JFK,LAS,231,0.39826839826839827
MDW,LGA,119,0.7899159663865546
SEA,SAN,155,0.2967741935483871
HOU,AUS,122,0.7704918032786885
MIA,MSY,71,0.38028169014084506
ATL,MSY,360,0.39444444444444443
SJU,IAD,77,0.37662337662337664
JAX,CLT,164,0.20121951219512196
IAH,CLT,319,0.3887147335423197
CVG,TYS,50,0.26
ORD,DAY,150,0.4866666666666667
MSP,TVC,14,0.21428571428571427
PLN,DTW,22,0.2727272727272727
OMA,MEM,70,0.24285714285714285
FLL,TLH,22,0.3181818181818182
ROA,ORD,44,0.29545454545454547
IAD,PIT,43,0.11627906976744186
LAS,LAX,744,0.4650537634408602
PDX,OGG,47,0.2553191489361702
MDW,PHX,175,0.8114285714285714
SMF,JFK,19,0.6842105263157895
SNA,OGG,14,0.42857142857142855
BOS,ORD,413,0.31234866828087166
SFO,PDX,165,0.5212121212121212
PHX,CLE,60,0.5
DEN,DCA,94,0.44680851063829785
IAH,SNA,109,0.6055045871559633
OKC,IAH,178,0.2640449438202247
SJU,PHL,113,0.336283185840708
MIA,IAD,45,0.35555555555555557
ATL,CAE,252,0.39285714285714285
STL,PHL,43,0.7441860465116279
TPA,DTW,145,0.23448275862068965
FNT,RSW,24,0.6666666666666666
DTW,TYS,80,0.4625
FCA,SLC,95,0.25263157894736843
OKC,DTW,30,0.36666666666666664
ATW,ORD,114,0.2982456140350877
COS,DEN,257,0.3657587548638132
ORD,MKG,61,0.4426229508196721
IAH,MSY,254,0.421259842519685
SFO,SNA,293,0.5426621160409556
MDW,PHL,144,0.6736111111111112
DEN,BNA,128,0.515625
FNT,ATL,169,0.48520710059171596
MKE,SEA,19,0.7894736842105263
IAD,AUS,39,0.3076923076923077
MCO,SDF,27,0.18518518518518517
MCO,MIA,200,0.645
BUR,SEA,71,0.38028169014084506
RSW,DTW,98,0.2857142857142857
CMH,TPA,51,0.6862745098039216
DTW,BDL,127,0.5118110236220472
SLC,JAC,66,0.5606060606060606
MLI,DFW,46,0.5
CMI,DFW,27,0.2962962962962963
MSP,BNA,91,0.45054945054945056
DTW,BGR,21,0.38095238095238093
ATL,LEX,183,0.34972677595628415
BFL,LAX,44,0.38636363636363635
ORD,PHX,311,0.5016077170418006
ATL,LAX,361,0.5623268698060941
IAH,AUS,248,0.5120967741935484
LAS,SFO,405,0.5407407407407407
ABQ,TUS,51,0.6470588235294118
IAH,TPA,134,0.582089552238806
SAT,HRL,49,0.5306122448979592
MDW,SMF,28,0.8928571428571429
SJU,MSP,2,0.5
CAK,MCO,28,0.5357142857142857
DFW,MFE,91,0.31868131868131866
PBI,CLE,24,0.25
DFW,ORF,51,0.43137254901960786
ATL,SJC,22,0.6363636363636364
COS,IAH,122,0.3524590163934426
GSP,EWR,53,0.4528301886792453
AUS,MSP,20,0.4
RSW,BDL,9,0.4444444444444444
PHX,SBP,63,0.19047619047619047
DFW,TXK,56,0.35714285714285715
CLE,JFK,65,0.4153846153846154
MEM,TLH,23,0.043478260869565216
MEM,MSN,24,0.2916666666666667
ORD,TVC,96,0.4895833333333333
ATL,MYR,121,0.33884297520661155
RDD,SFO,89,0.34831460674157305
DEN,BFL,24,0.5416666666666666
PSP,LAS,74,0.44594594594594594
SFO,HNL,165,0.5393939393939394
BDL,TPA,63,0.5079365079365079
IAD,TPA,76,0.34210526315789475
HNL,OGG,763,0.2778505897771953
LAS,SMF,182,0.7362637362637363
PHL,FLL,194,0.520618556701031
SAN,SEA,146,0.3219178082191781
HOU,ATL,284,0.27816901408450706
DEN,MTJ,92,0.40217391304347827
SRQ,ATL,189,0.2698412698412698
MDW,SRQ,44,0.13636363636363635
MEM,DTW,103,0.30097087378640774
MSN,CLE,19,0.2631578947368421
DFW,CLE,132,0.3939393939393939
ALB,CLE,78,0.34615384615384615
PDX,MSP,67,0.29850746268656714
EVV,DTW,46,0.1956521739130435
ORD,DBQ,22,0.4090909090909091
MSP,SBN,23,0.34782608695652173
SLC,MSO,113,0.35398230088495575
LWS,SLC,47,0.5957446808510638
IAD,GSP,42,0.35714285714285715
IDA,DEN,69,0.30434782608695654
IAD,ALB,58,0.22413793103448276
PHX,JFK,143,0.2867132867132867
ORD,SFO,360,0.5666666666666667
YAK,JNU,22,0.22727272727272727
PHL,PIT,211,0.4312796208530806
SJC,BUR,180,0.6944444444444444
LAS,BUR,276,0.6884057971014492
OAK,MDW,79,0.8481012658227848
LAS,IAH,172,0.43023255813953487
GEG,PHX,56,0.2857142857142857
DFW,COS,121,0.4049586776859504
ORD,PSP,25,0.56
ROC,ATL,171,0.543859649122807
MEM,DFW,159,0.3710691823899371
BOS,JAX,21,0.6190476190476191
SAN,CVG,8,0.5
IAH,COS,122,0.36065573770491804
LYH,ATL,46,0.2826086956521739
LAS,PSP,74,0.40540540540540543
JAC,LAX,14,0.35714285714285715
MSN,CVG,25,0.12
PIT,DEN,66,0.3333333333333333
LAX,IAD,246,0.3902439024390244
DFW,SFO,266,0.6015037593984962
EWR,RSW,127,0.3779527559055118
SRQ,JFK,49,0.30612244897959184
CAK,DEN,46,0.32608695652173914
PSP,DEN,92,0.5108695652173914
CLE,CLT,166,0.2469879518072289
DTW,JFK,60,0.6333333333333333
LAX,CVG,55,0.36363636363636365
MSP,BIL,23,0.30434782608695654
EWR,GSP,49,0.3877551020408163
IAH,LEX,45,0.5777777777777777
CHS,IAH,60,0.48333333333333334
SAV,CLT,44,0.11363636363636363
SGF,DEN,68,0.25
HNL,LAX,372,0.3010752688172043
LAS,SJC,191,0.7172774869109948
PHX,LAX,501,0.5029940119760479
RNO,SAN,51,0.8627450980392157
EWR,RDU,44,0.4772727272727273
SEA,MKE,25,0.24
DFW,LGA,356,0.44662921348314605
KOA,SEA,33,0.48484848484848486
CLT,BNA,138,0.3115942028985507
MSP,DCA,127,0.4881889763779528
MDT,FLL,13,0.23076923076923078
BWI,PHL,44,0.3181818181818182
SAN,CLE,9,0.6666666666666666
SAT,MEM,78,0.3717948717948718
CLE,DAY,43,0.23255813953488372
IAH,VPS,76,0.40789473684210525
MKE,PIT,69,0.6231884057971014
BQK,ATL,68,0.2647058823529412
ATL,XNA,111,0.36936936936936937
MGM,MEM,54,0.3888888888888889
LAX,IYK,64,0.390625
JNU,KTN,29,0.3103448275862069
JFK,OAK,45,0.5111111111111111
LGA,ORD,675,0.3718518518518519
LAS,LBB,26,0.9615384615384616
BNA,DEN,99,0.6464646464646465
ABQ,LBB,27,0.7037037037037037
IAH,LGA,188,0.5957446808510638
RNO,SLC,135,0.4148148148148148
PIT,LAX,28,0.32142857142857145
PIT,TPA,75,0.5066666666666667
MCI,DFW,198,0.2676767676767677
PBI,BOS,117,0.37606837606837606
DCA,DFW,256,0.3046875
OGG,LIH,16,0.125
MSP,SAN,76,0.6447368421052632
EWR,MTJ,1,0.0
MTJ,ATL,11,0.45454545454545453
GSO,IAH,52,0.40384615384615385
ORD,EGE,17,0.8823529411764706
HNL,MSP,12,0.75
MEM,BNA,79,0.3291139240506329
FWA,ORD,121,0.3140495867768595
MEM,GPT,70,0.24285714285714285
MSP,COS,24,0.4583333333333333
ATL,VPS,238,0.37815126050420167
DCA,MSN,22,0.5
DAL,MAF,120,0.7916666666666666
BUF,JFK,258,0.34108527131782945
SEA,JNU,51,0.39215686274509803
SDF,BWI,72,0.5277777777777778
CLT,JFK,167,0.3532934131736527
BOS,TPA,93,0.5698924731182796
MCO,HSV,29,0.27586206896551724
PHL,RDU,205,0.3951219512195122
DFW,MCI,187,0.33689839572192515
STL,SLC,62,0.5645161290322581
MCI,MEM,81,0.2962962962962963
ORF,IAH,46,0.5
DFW,FSD,32,0.5
PHX,DSM,44,0.11363636363636363
DFW,MLU,25,0.32
CAK,DTW,74,0.4189189189189189
CHS,DTW,42,0.35714285714285715
FNT,MSP,33,0.45454545454545453
IND,ORD,156,0.5064102564102564
MSP,LEX,46,0.43478260869565216
JAN,DTW,19,0.5263157894736842
MBS,ORD,70,0.37142857142857144
CEC,ACV,18,0.2777777777777778
ATL,TPA,468,0.452991452991453
SJC,LAX,439,0.592255125284738
ORD,PIT,243,0.41975308641975306
TPA,EWR,159,0.5031446540880503
LAX,BOS,166,0.45180722891566266
ABQ,SAN,47,0.8085106382978723
OKC,MCI,49,0.5918367346938775
FLL,DFW,146,0.273972602739726
CLE,SFO,36,0.5833333333333334
LAS,BLI,20,0.2
DFW,PSP,73,0.4931506849315068
MKE,DFW,164,0.45121951219512196
DTW,BOS,160,0.5375
MOB,IAH,111,0.1891891891891892
MSP,AUS,19,0.3684210526315789
FSD,MSP,101,0.43564356435643564
DTW,DLH,46,0.43478260869565216
DTW,PWM,71,0.4647887323943662
LEX,MEM,44,0.36363636363636365
MEM,VPS,71,0.2112676056338028
SFO,FAT,99,0.7575757575757576
CVG,MSN,22,0.45454545454545453
PIH,SLC,92,0.43478260869565216
JFK,LAX,627,0.36363636363636365
SFO,JFK,448,0.36160714285714285
MSP,LAX,140,0.6714285714285714
BET,ANC,62,0.5645161290322581
CMH,ORD,278,0.4028776978417266
SNA,EWR,63,0.6190476190476191
STL,BOS,53,0.7924528301886793
SLC,SEA,258,0.7093023255813954
SNA,DFW,260,0.26153846153846155
DFW,ICT,93,0.3225806451612903
IND,CLT,41,0.1951219512195122
PIT,RSW,47,0.23404255319148937
DCA,PVD,29,0.2413793103448276
IND,PHL,22,0.18181818181818182
ATL,JAN,193,0.40414507772020725
JAX,IAH,136,0.25735294117647056
PNS,IAH,111,0.24324324324324326
IND,LAX,15,0.7333333333333333
CLE,PVD,45,0.5111111111111111
IAH,ICT,113,0.336283185840708
EWR,GRR,42,0.4523809523809524
DFW,RAP,20,0.45
DTW,DAY,74,0.4189189189189189
MEM,DSM,71,0.3380281690140845
LGA,CHS,24,0.375
MOB,MEM,62,0.0967741935483871
TLH,FLL,24,0.375
ONT,SFO,96,0.4895833333333333
ANC,ADQ,44,0.3181818181818182
SAN,DEN,346,0.5
DEN,DFW,444,0.31756756756756754
BNA,MCI,64,0.8125
ATL,HOU,282,0.41134751773049644
TPA,HPN,23,0.17391304347826086
SEA,AUS,22,0.3181818181818182
MCO,PHF,25,0.32
MAF,ABQ,26,0.2692307692307692
ATL,SDF,146,0.4452054794520548
DTW,SEA,67,0.6417910447761194
CLE,MSP,148,0.2702702702702703
DFW,BRO,54,0.5
DSM,DTW,51,0.49019607843137253
JFK,CLE,68,0.4117647058823529
DTW,MQT,4,0.25
AZO,MSP,26,0.15384615384615385
AVP,ORD,89,0.43820224719101125
RDM,SFO,75,0.5866666666666667
SDF,MCO,25,0.88
LIH,SFO,23,0.30434782608695654
ATL,EWR,414,0.4806763285024155
SMF,IAD,24,0.25
SLC,SAN,115,0.5739130434782609
OGG,ANC,11,0.36363636363636365
DFW,HSV,71,0.3380281690140845
CMH,FLL,18,0.3333333333333333
JFK,SAT,24,0.7916666666666666
PVD,MSP,1,0.0
TPA,MSP,83,0.3493975903614458
IAH,SAV,62,0.41935483870967744
DFW,GSP,92,0.2608695652173913
SGF,DFW,184,0.23369565217391305
DTW,SCE,67,0.582089552238806
ATL,ROA,91,0.32967032967032966
IAD,CAE,96,0.4166666666666667
CMH,IAD,62,0.5
HOU,TPA,92,0.8369565217391305
RDU,MCO,142,0.45774647887323944
MSP,STL,135,0.4962962962962963
BNA,DTW,138,0.5072463768115942
PHX,GEG,51,0.35294117647058826
MSN,DEN,95,0.4105263157894737
JFK,BQN,64,0.46875
MDW,ONT,22,0.9090909090909091
MIA,PHX,23,0.7391304347826086
PIT,FLL,39,0.3333333333333333
STX,MIA,33,0.36363636363636365
GRR,MCO,27,0.25925925925925924
ATL,SMF,40,0.525
MTJ,DFW,13,0.38461538461538464
PHX,TEX,23,0.21739130434782608
GFK,MSP,176,0.4318181818181818
DTW,PIA,44,0.5454545454545454
BOI,LAX,44,0.5454545454545454
IAD,DAY,79,0.3924050632911392
OGG,PDX,48,0.5208333333333334
PHL,PVD,175,0.37714285714285717
SNA,HNL,28,0.5714285714285714
IAD,SAN,73,0.2876712328767123
EWR,SNA,60,0.6166666666666667
CLT,LAS,117,0.4358974358974359
IAH,IND,134,0.4552238805970149
PHX,MIA,27,0.25925925925925924
DTW,LAX,119,0.7478991596638656
DFW,LRD,104,0.3557692307692308
MHK,DFW,78,0.3333333333333333
FAT,LAS,122,0.4180327868852459
LAN,MSP,21,0.2857142857142857
OMA,CVG,25,0.28
ATL,SHV,115,0.4
DTW,CHA,28,0.17857142857142858
SLC,CDC,44,0.3181818181818182
MSY,FLL,44,0.7272727272727273
MCO,HOU,95,0.6105263157894737
DEN,TUL,169,0.4911242603550296
TPA,STL,57,0.5964912280701754
AUS,IAH,243,0.3168724279835391
IAH,ORD,390,0.5307692307692308
IAH,MFE,141,0.46099290780141844
SFO,FLL,20,0.6
SAT,BNA,49,0.4897959183673469
BOS,SJU,71,0.43661971830985913
PSE,MCO,27,0.37037037037037035
SRQ,MKE,27,0.2962962962962963
PDX,SLC,178,0.5056179775280899
IAH,OMA,143,0.42657342657342656
MKE,EWR,70,0.6857142857142857
GPT,IAH,108,0.2037037037037037
